attendance,description,eventPhase,kc,matchId,outcome,event_title,venue_name,venue_city,venue_country,team_1,team_2,team_1_score,team_2_score,local_time
0.0,Match 25,Challenge Trophy Quarter Finals,,25650.0,A,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,France 7s,Uruguay 7s,40.0,7.0,2018-03-03 07:48:00
0.0,Match 14,,,25535.0,B,2018 Americas Rugby Championship ,Estadio Charrua,Montevideo,Uruguay,Uruguay,USA,19.0,61.0,2018-03-03 12:40:00
0.0,,,,25059.0,A,2018 Rugby Europe Trophy,De Eendracht,Amsterdam,Netherlands,Netherlands,Poland,71.0,30.0,2018-03-03 16:00:00
0.0,Match 24,Pool B,,25649.0,A,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,South Africa 7s,England 7s,24.0,19.0,2018-03-03 06:10:00
0.0,Match 23,Pool B,,25648.0,A,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,Canada 7s,Wales 7s,21.0,19.0,2018-03-03 05:48:00
0.0,Match 22,Pool C,,25647.0,A,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,Australia 7s,Samoa 7s,24.0,7.0,2018-03-03 05:26:00
0.0,Match 13,,,25534.0,B,2018 Americas Rugby Championship ,Estadio Municipal de La Pintana,Santiago,Chile,Chile,Canada,17.0,33.0,2018-03-03 10:10:00
0.0,Match 21,Pool C,,25646.0,A,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,USA 7s,Spain 7s,28.0,17.0,2018-03-03 05:04:00
0.0,Match 4,Final,,25740.0,A,2018 Rugby Europe Women's Championship,Stade du Heysel,Brussels,Belgium,Spain,Netherlands,40.0,7.0,2018-03-03 14:00:00
0.0,Match 20,Pool A,,25645.0,B,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,Fiji 7s,Kenya 7s,14.0,17.0,2018-03-03 04:36:00
0.0,Match 19,Pool A,,25644.0,A,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,France 7s,Russia 7s,31.0,7.0,2018-03-03 04:14:00
0.0,Match 18,Pool D,,25643.0,A,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,New Zealand 7s,Scotland 7s,26.0,17.0,2018-03-03 03:52:00
0.0,Match 17,Pool D,,25642.0,A,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,Argentina 7s,Uruguay 7s,31.0,0.0,2018-03-03 03:30:00
0.0,Match 16,Pool B,,25641.0,A,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,South Africa 7s,Canada 7s,19.0,12.0,2018-03-02 12:35:00
0.0,Match 15,Pool B,,25640.0,A,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,England 7s,Wales 7s,33.0,12.0,2018-03-02 12:13:00
0.0,Match 14,Pool C,,25639.0,B,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,Australia 7s,USA 7s,7.0,28.0,2018-03-02 11:51:00
0.0,Match 13,Pool C,,25638.0,A,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,Samoa 7s,Spain 7s,29.0,14.0,2018-03-02 11:29:00
0.0,Match 12,Pool A,,25637.0,A,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,Fiji 7s,France 7s,33.0,5.0,2018-03-02 11:07:00
0.0,Match 3,3rd Place Play-Off,,25739.0,A,2018 Rugby Europe Women's Championship,Petit Heysel,Brussels,Belgium,Germany,Belgium,24.0,5.0,2018-03-02 20:00:00
0.0,Match 11,Pool A,,25636.0,A,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,Kenya 7s,Russia 7s,19.0,12.0,2018-03-02 10:45:00
0.0,Match 10,Pool D,,25635.0,B,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,New Zealand 7s,Argentina 7s,19.0,26.0,2018-03-02 10:23:00
0.0,Match 9,Pool D,,25634.0,A,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,Scotland 7s,Uruguay 7s,40.0,14.0,2018-03-02 10:01:00
0.0,Match 8,Pool B,,25633.0,A,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,South Africa 7s,Wales 7s,26.0,21.0,2018-03-02 09:34:00
0.0,Match 7,Pool B,,25632.0,A,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,England 7s,Canada 7s,40.0,12.0,2018-03-02 09:12:00
0.0,Match 6,Pool C,,25631.0,A,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,Australia 7s,Spain 7s,24.0,0.0,2018-03-02 08:50:00
0.0,Match 5,Pool C,,25630.0,B,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,Samoa 7s,USA 7s,12.0,26.0,2018-03-02 08:28:00
0.0,Match 4,Pool A,,25629.0,A,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,Fiji 7s,Russia 7s,38.0,0.0,2018-03-02 08:06:00
0.0,Match 3,Pool A,,25628.0,B,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,Kenya 7s,France 7s,14.0,19.0,2018-03-02 07:44:00
0.0,Match 2,Pool D,,25627.0,A,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,New Zealand 7s,Uruguay 7s,28.0,7.0,2018-03-02 07:22:00
0.0,Match 1,Pool D,,25626.0,B,HSBC World Rugby Sevens Series 2018 - Las Vegas,Sam Boyd Stadium,Las Vegas,United States,Scotland 7s,Argentina 7s,19.0,21.0,2018-03-02 07:00:00
700.0,Match 2,,,25738.0,A,2018 Rugby Europe Women's Championship,Stade du Pachy,Waterloo,Belgium,Netherlands,Belgium,84.0,12.0,2018-02-27 21:00:00
0.0,Match 1,,,25737.0,A,2018 Rugby Europe Women's Championship,Stade du Pachy,Waterloo,Belgium,Spain,Germany,44.0,0.0,2018-02-27 19:00:00
0.0,Match 9,,,25370.0,A,2018 Women's Six Nations,Donnybrook,Dublin,Ireland,Ireland,Wales,35.0,12.0,2018-02-25 15:00:00
0.0,Match 8,,,25369.0,A,2018 Women's Six Nations,Stade Furiani,Furiani,France,France,Italy,57.0,0.0,2018-02-24 22:00:00
0.0,Match 12,,,25533.0,A,2018 Americas Rugby Championship ,Estadio 23 de Agosto,Jujuy,Argentina,Argentina XV,Canada,40.0,15.0,2018-02-24 17:10:00
0.0,Match 10,,,25531.0,B,2018 Americas Rugby Championship ,Estadio Martins Pereira,São Jose dos Campos,Brazil,Brazil,USA,16.0,45.0,2018-02-24 14:40:00
0.0,Match 9,,,24956.0,A,2018 Six Nations,Murrayfield,Edinburgh,Scotland,Scotland,England,25.0,13.0,2018-02-24 16:45:00
0.0,Match 11,,,25532.0,B,2018 Americas Rugby Championship ,Estadio Municipal de La Pintana,Santiago,Chile,Chile,Uruguay,15.0,67.0,2018-02-24 12:10:00
1500.0,,,,25058.0,A,2018 Rugby Europe Trophy,Complexo Municipal de Atletismo,Setubal,Portugal,Portugal,Switzerland,31.0,17.0,2018-02-24 16:00:00
0.0,Match 8,,,24955.0,A,2018 Six Nations,Aviva Stadium,Dublin,Ireland,Ireland,Wales,37.0,27.0,2018-02-24 14:15:00
0.0,Match 7,,,24954.0,A,2018 Six Nations,Stade Velodrome,Marseille,France,France,Italy,34.0,17.0,2018-02-23 22:00:00
0.0,Match 9,,,25385.0,A,2018 U20 Six Nations,Myreside,Edinburgh,Scotland,Scotland U20,England U20,24.0,17.0,2018-02-23 19:30:00
0.0,Match 8,,,25384.0,B,2018 U20 Six Nations,Donnybrook,Dublin,Ireland,Ireland U20,Wales U20,38.0,41.0,2018-02-23 19:15:00
3278.0,Match 7,,,25368.0,B,2018 Women's Six Nations,Scotstoun Stadium,Glasgow,Scotland,Scotland,England,8.0,43.0,2018-02-23 19:05:00
0.0,Match 7,,,25383.0,A,2018 U20 Six Nations,Stade Jean Laville,Gueugnon,France,France U20,Italy U20,78.0,12.0,2018-02-23 19:45:00
15000.0,,,,25039.0,A,2018 Rugby Europe Championship,Estadio Nacional Universidad Complutense,Madrid,Spain,Spain,Romania,22.0,10.0,2018-02-18 13:50:00
1500.0,Match 9,,,25530.0,B,2018 Americas Rugby Championship ,Estadio Domingo Burgueño Miguel,Punta del Este,Uruguay,Uruguay,Argentina XV,17.0,34.0,2018-02-17 18:15:00
0.0,Match 7,,,25528.0,A,2018 Americas Rugby Championship ,Westhills Stadium,Langford,Canada,Canada,Brazil,45.0,5.0,2018-02-17 10:40:00
6000.0,,,,25038.0,A,2018 Rugby Europe Championship,Krasnodar Stadium,Krasnodar,Russian Federation,Russia,Belgium,48.0,7.0,2018-02-17 18:00:00
2150.0,,,,25037.0,B,2018 Rugby Europe Championship,Sparda Bank Hessen Stadion,Offenbach,Germany,Germany,Georgia,0.0,64.0,2018-02-17 15:30:00
0.0,Match 8,,,25529.0,A,2018 Americas Rugby Championship ,Titan Stadium,Fullerton,United States,USA,Chile,45.0,13.0,2018-02-17 06:05:00
0.0,Match 6,,,24953.0,A,2018 Six Nations,Murrayfield,Edinburgh,Scotland,Scotland,France,32.0,26.0,2018-02-11 15:00:00
0.0,Match 6,,,25367.0,A,2018 Women's Six Nations,Donnybrook,Dublin,Ireland,Ireland,Italy,21.0,8.0,2018-02-11 13:00:00
0.0,Match 5,,,25365.0,B,2018 Women's Six Nations,Scotstoun Stadium,Glasgow,Scotland,Scotland,France,3.0,26.0,2018-02-10 19:05:00
0.0,Match 5,,,25526.0,A,2018 Americas Rugby Championship , Estadio Agustín Pichot,Ushuaia,Argentina,Argentina XV,Chile,57.0,12.0,2018-02-10 14:40:00
0.0,Match 5,,,24952.0,A,2018 Six Nations,Twickenham,London,England,England,Wales,12.0,6.0,2018-02-10 16:45:00
1500.0,,,,25035.0,A,2018 Rugby Europe Championship,Cluj Arena,Cluj,Romania,Romania,Germany,85.0,6.0,2018-02-10 18:00:00
0.0,Match 6,,,25527.0,A,2018 Americas Rugby Championship ,Papa Murphy's Park,"Sacramento, California",United States,USA,Canada,29.0,10.0,2018-02-10 07:10:00
4900.0,,,,25034.0,A,2018 Rugby Europe Championship,AIA Arena,Kutaisi,Georgia,Georgia,Belgium,47.0,0.0,2018-02-10 19:00:00
11500.0,,,,25036.0,B,2018 Rugby Europe Championship,Krasnodar Stadium,Krasnodar,Russian Federation,Russia,Spain,13.0,20.0,2018-02-10 18:00:00
1500.0,,,,25057.0,A,2018 Rugby Europe Trophy,Estadio Nacional,Lisbon,Portugal,Portugal,Netherlands,36.0,12.0,2018-02-10 16:00:00
0.0,Match 4,,,24951.0,A,2018 Six Nations,Aviva Stadium,Dublin,Ireland,Ireland,Italy,56.0,19.0,2018-02-10 14:15:00
0.0,Match 4,,,25366.0,A,2018 Women's Six Nations,Twickenham Stoop,Twickenham,England,England,Wales,52.0,0.0,2018-02-10 12:15:00
0.0,Match 4,,,25525.0,B,2018 Americas Rugby Championship ,Estadio do Pacaembu,Sao Paulo,Brazil,Brazil,Uruguay,18.0,27.0,2018-02-09 18:10:00
0.0,Match 5,,,25381.0,A,2018 U20 Six Nations,Kingston Park,Newcastle upon Tyne,England,England U20,Wales U20,37.0,12.0,2018-02-09 19:45:00
0.0,Match 6,,,25382.0,B,2018 U20 Six Nations,Broadwood Stadium,Cumbernauld,Scotland,Scotland U20,France U20,19.0,69.0,2018-02-09 19:45:00
0.0,Match 4,,,25380.0,A,2018 U20 Six Nations,Donnybrook,Dublin,Ireland,Ireland U20,Italy U20,38.0,34.0,2018-02-09 19:15:00
0.0,Match 45,Cup Final,,25614.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Fiji 7s,South Africa 7s,24.0,17.0,2018-02-05 09:03:00
0.0,Match 44,Bronze Final,,25613.0,B,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,New Zealand 7s,Australia 7s,7.0,8.0,2018-02-05 08:33:00
0.0,Match 43,5th Place Play-Off,,25612.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Samoa 7s,Kenya 7s,19.0,15.0,2018-02-05 08:03:00
0.0,Match 42,Challenge Trophy Final,,25611.0,B,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Argentina 7s,USA 7s,12.0,31.0,2018-02-05 07:33:00
0.0,Match 3,,,25364.0,B,2018 Women's Six Nations,Stadio Mirabello,Reggio Emilia,Italy,Italy,England,7.0,42.0,2018-02-04 19:30:00
0.0,Match 41,13th Place Play-Off,,25610.0,B,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Wales 7s,France 7s,17.0,19.0,2018-02-05 07:03:00
0.0,Match 40,Cup Semi Finals,,25609.0,B,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Australia 7s,South Africa 7s,5.0,24.0,2018-02-05 06:11:00
0.0,Match 39,Cup Semi Finals,,25608.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Fiji 7s,New Zealand 7s,14.0,12.0,2018-02-05 05:49:00
0.0,Match 38,5th Place Semi Final,,25607.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Kenya 7s,Scotland 7s,33.0,19.0,2018-02-05 05:27:00
0.0,Match 37,5th Place Semi Final,,25606.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Samoa 7s,England 7s,22.0,17.0,2018-02-05 05:05:00
0.0,Match 3,,,24950.0,B,2018 Six Nations,Stadio Olimpico,Roma,Italy,Italy,England,15.0,46.0,2018-02-04 17:00:00
0.0,Match 36,Challenge Trophy Semi Finals,,25605.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,USA 7s,Papua New Guinea 7s,42.0,12.0,2018-02-05 04:25:00
0.0,Match 35,Challenge Trophy Semi Finals,,25604.0,B,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Canada 7s,Argentina 7s,12.0,14.0,2018-02-05 04:03:00
0.0,Match 34,13th Place Semi Final,,25603.0,B,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Spain 7s,France 7s,14.0,19.0,2018-02-05 03:41:00
0.0,Match 33,13th Place Semi Final,,25602.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Wales 7s,Russia 7s,33.0,7.0,2018-02-05 03:19:00
0.0,Match 32,Cup Quarter Finals,,25601.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,South Africa 7s,Scotland 7s,22.0,0.0,2018-02-05 02:42:00
0.0,Match 31,Cup Quarter Finals,,25600.0,B,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Kenya 7s,Australia 7s,12.0,33.0,2018-02-05 02:20:00
0.0,Match 30,Cup Quarter Finals,,25599.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,New Zealand 7s,England 7s,19.0,12.0,2018-02-05 01:58:00
0.0,Match 29,Cup Quarter Finals,,25598.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Fiji 7s,Samoa 7s,12.0,10.0,2018-02-05 01:36:00
0.0,Match 28,Challenge Trophy Quarter Finals,,25597.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Papua New Guinea 7s,France 7s,35.0,0.0,2018-02-05 01:06:00
0.0,Match 27,Challenge Trophy Quarter Finals,,25596.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,USA 7s,Spain 7s,29.0,12.0,2018-02-05 00:44:00
0.0,Match 26,Challenge Trophy Quarter Finals,,25595.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Argentina 7s,Russia 7s,21.0,12.0,2018-02-05 00:22:00
0.0,Match 25,Challenge Trophy Quarter Finals,,25594.0,B,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Wales 7s,Canada 7s,14.0,19.0,2018-02-05 00:00:00
0.0,Match 2,,,25363.0,A,2018 Women's Six Nations,Stade Ernest-Wallon,Toulouse,France,France,Ireland,24.0,0.0,2018-02-03 22:00:00
0.0,Match 24,Pool,,25593.0,B,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Argentina 7s,New Zealand 7s,12.0,17.0,2018-02-04 09:34:00
0.0,Match 23,Pool,,25592.0,B,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,France 7s,Scotland 7s,14.0,26.0,2018-02-04 09:12:00
0.0,Match 22,Pool,,25591.0,B,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Australia 7s,Fiji 7s,15.0,26.0,2018-02-04 08:50:00
0.0,Match 21,Pool,,25590.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Wales 7s,Spain 7s,29.0,21.0,2018-02-04 08:28:00
0.0,Match 20,Pool,,25589.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,South Africa 7s,England 7s,28.0,7.0,2018-02-04 08:06:00
0.0,Match 19,Pool,,25588.0,B,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Russia 7s,Papua New Guinea 7s,7.0,33.0,2018-02-04 07:44:00
0.0,Match 18,Pool,,25587.0,D,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,USA 7s,Kenya 7s,19.0,19.0,2018-02-04 07:22:00
0.0,Match 17,Pool,,25586.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Samoa 7s,Canada 7s,22.0,14.0,2018-02-04 07:00:00
0.0,Match 2,,,24949.0,B,2018 Six Nations,Stade de France,St Denis,France,France,Ireland,13.0,15.0,2018-02-03 18:45:00
0.0,Match 2,,,25523.0,A,2018 Americas Rugby Championship ,StubHub Center,"Carson, California",United States,USA,Argentina XV,17.0,10.0,2018-02-03 09:10:00
0.0,Match 16,Pool,,25585.0,B,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Argentina 7s,France 7s,14.0,28.0,2018-02-04 06:08:00
14000.0,,Americas Round 1,,25032.0,A,Rugby World Cup 2019 Qualifying,Estadio Charrua,Montevideo,Uruguay,Uruguay,Canada,32.0,31.0,2018-02-03 14:00:00
0.0,Match 15,Pool,,25584.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,New Zealand 7s,Scotland 7s,24.0,5.0,2018-02-04 05:46:00
0.0,Match 14,Pool,,25583.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Australia 7s,Wales 7s,26.0,7.0,2018-02-04 05:24:00
0.0,Match 13,Pool,,25582.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Fiji 7s,Spain 7s,24.0,12.0,2018-02-04 05:02:00
0.0,Match 12,Pool,,25581.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,South Africa 7s,Russia 7s,38.0,0.0,2018-02-04 04:32:00
0.0,Match 3,,,25524.0,B,2018 Americas Rugby Championship ,Estadio Municipal de La Pintana,Santiago,Chile,Chile,Brazil,14.0,16.0,2018-02-03 12:10:00
0.0,Match 11,Pool,,25580.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,England 7s,Papua New Guinea 7s,27.0,0.0,2018-02-04 04:10:00
0.0,Match 10,Pool,,25579.0,B,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,USA 7s,Samoa 7s,10.0,14.0,2018-02-04 03:48:00
0.0,Match 9,Pool,,25578.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Kenya 7s,Canada 7s,19.0,14.0,2018-02-04 03:26:00
0.0,Match 1,,,24948.0,A,2018 Six Nations,Principality Stadium,Cardiff,Wales,Wales,Scotland,34.0,7.0,2018-02-03 14:15:00
300.0,,,,25568.0,A,2018 Men's Internationals,Stade Marius Berthet,Chens-sur-Leman,France,Switzerland,Cote D'Ivoire,30.0,27.0,2018-02-03 15:00:00
0.0,Match 8,Pool,,25577.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Argentina 7s,Scotland 7s,19.0,14.0,2018-02-04 02:42:00
0.0,Match 7,Pool,,25576.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,New Zealand 7s,France 7s,52.0,7.0,2018-02-04 02:20:00
0.0,Match 6,Pool,,25575.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Australia 7s,Spain 7s,21.0,5.0,2018-02-04 01:58:00
0.0,Match 5,Pool,,25574.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Fiji 7s,Wales 7s,28.0,0.0,2018-02-04 01:36:00
0.0,Match 4,Pool,,25573.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,South Africa 7s,Papua New Guinea 7s,36.0,5.0,2018-02-04 01:06:00
0.0,Match 3,Pool,,25572.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,England 7s,Russia 7s,47.0,0.0,2018-02-04 00:44:00
0.0,Match 2,Pool,,25571.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,USA 7s,Canada 7s,28.0,14.0,2018-02-04 00:22:00
0.0,Match 1,Pool,,25570.0,A,HSBC World Rugby Sevens Series 2018 - Hamilton,Waikato Stadium,Hamilton,New Zealand,Kenya 7s,Samoa 7s,19.0,14.0,2018-02-04 00:00:00
0.0,Match 3,,,25379.0,A,2018 U20 Six Nations,Stade Amedee Domenech,Brive,France,France U20,Ireland U20,34.0,24.0,2018-02-02 22:00:00
0.0,Match 2,,,25378.0,A,2018 U20 Six Nations,Parc Eirias,Colwyn Bay,Wales,Wales U20,Scotland U20,36.0,3.0,2018-02-02 20:15:00
0.0,Match 1,,,25377.0,B,2018 U20 Six Nations,Stadio Enzo Bearzot,Gorizia,Italy,Italy U20,England U20,17.0,27.0,2018-02-02 20:00:00
0.0,Match 1,,,25362.0,A,2018 Women's Six Nations,Parc Eirias,Colwyn Bay,Wales,Wales,Scotland,18.0,17.0,2018-02-02 18:00:00
0.0,Match 45,Cup Final,,25521.0,B,HSBC World Rugby Sevens Series 2018 - Sydney,Allianz Stadium,Sydney,Australia,South Africa 7s,Australia 7s,0.0,29.0,2018-01-29 07:48:00
0.0,Match 44,Bronze Final,,25520.0,B,HSBC World Rugby Sevens Series 2018 - Sydney,Allianz Stadium,Sydney,Australia,USA 7s,Argentina 7s,10.0,31.0,2018-01-29 07:21:00
0.0,Match 43,5th Place Play-Off,,25519.0,B,HSBC World Rugby Sevens Series 2018 - Sydney,Allianz Stadium,Sydney,Australia,Fiji 7s,New Zealand 7s,7.0,31.0,2018-01-29 06:39:00
0.0,Match 42,Challenge Trophy Final,,25518.0,B,HSBC World Rugby Sevens Series 2018 - Sydney,Allianz Stadium,Sydney,Australia,Wales 7s,France 7s,12.0,29.0,2018-01-29 06:02:00
0.0,Match 41,13th Place Play-Off,,25517.0,A,HSBC World Rugby Sevens Series 2018 - Sydney,Allianz Stadium,Sydney,Australia,Canada 7s,Scotland 7s,14.0,12.0,2018-01-29 05:40:00
0.0,Match 40,Cup Semi Finals,,25516.0,A,HSBC World Rugby Sevens Series 2018 - Sydney,Allianz Stadium,Sydney,Australia,Australia 7s,Argentina 7s,28.0,0.0,2018-01-29 04:58:00
0.0,Match 39,Cup Semi Finals,,25515.0,B,HSBC World Rugby Sevens Series 2018 - Sydney,Allianz Stadium,Sydney,Australia,USA 7s,South Africa 7s,7.0,35.0,2018-01-29 04:36:00
0.0,Match 38,5th Place Semi Final,,25514.0,A,HSBC World Rugby Sevens Series 2018 - Sydney,Allianz Stadium,Sydney,Australia,New Zealand 7s,England 7s,10.0,5.0,2018-01-29 04:14:00
0.0,Match 37,5th Place Semi Final,,25513.0,A,HSBC World Rugby Sevens Series 2018 - Sydney,Allianz Stadium,Sydney,Australia,Fiji 7s,Kenya 7s,24.0,5.0,2018-01-29 03:52:00
0.0,Match 36,Challenge Trophy Semi Finals,,25512.0,B,HSBC World Rugby Sevens Series 2018 - Sydney,Allianz Stadium,Sydney,Australia,Russia 7s,France 7s,0.0,22.0,2018-01-29 03:30:00
0.0,Match 35,Challenge Trophy Semi Finals,,25511.0,B,HSBC World Rugby Sevens Series 2018 - Sydney,Allianz Stadium,Sydney,Australia,Samoa 7s,Wales 7s,12.0,17.0,2018-01-29 03:08:00
0.0,Match 34,13th Place Semi Final,,25510.0,A,HSBC World Rugby Sevens Series 2018 - Sydney,Allianz Stadium,Sydney,Australia,Scotland 7s,Spain 7s,21.0,14.0,2018-01-29 02:46:00
0.0,Match 33,13th Place Semi Final,,25509.0,A,HSBC World Rugby Sevens Series 2018 - Sydney,Allianz Stadium,Sydney,Australia,Canada 7s,Papua New Guinea 7s,31.0,14.0,2018-01-29 02:24:00
0.0,Match 34,Cup Final,,25476.0,A,HSBC World Rugby Women's Sevens Series 2018 - Sydney,Allianz Stadium,Sydney,Australia,Australia 7s,New Zealand 7s,31.0,0.0,2018-01-29 01:37:00
0.0,Match 33,Bronze Final,,25475.0,B,HSBC World Rugby Women's Sevens Series 2018 - Sydney,Allianz Stadium,Sydney,Australia,Russia 7s,Canada 7s,12.0,40.0,2018-01-29 01:10:00
0.0,Match 32,5th Place Play-Off,,25474.0,B,HSBC World Rugby Women's Sevens Series 2018 - Sydney,Allianz Stadium,Sydney,Australia,Spain 7s,France 7s,5.0,19.0,2018-01-29 00:48:00
0.0,Match 31,7th Place Play-Off,,25473.0,B,HSBC World Rugby Women's Sevens Series 2018 - Sydney,Allianz Stadium,Sydney,Australia,USA 7s,Ireland 7s,10.0,19.0,2018-01-29 00:26:00
0.0,Match 32,Cup Quarter Finals,,25508.0,A,HSBC World Rugby Sevens Series 2018 - Sydney,Allianz Stadium,Sydney,Australia,Argentina 7s,England 7s,10.0,0.0,2018-01-28 23:34:00
