Borough,month-year,med_Detached,med_Flat,med_Other,med_Semi-detached,med_Terraced,count_Detached,count_Flat,count_Other,count_Semi-detached,count_Terraced,overall_median,overall_count
BARKING AND DAGENHAM,01-2017,,210000.0,345000.0,320000.0,300000.0,,35.0,9.0,21.0,93.0,294250.0,158
BARKING AND DAGENHAM,01-2018,,240000.0,305000.0,360000.0,315000.0,,63.0,12.0,17.0,102.0,298000.0,194
BARKING AND DAGENHAM,01-2019,750000.0,217000.0,710000.0,332750.0,315000.0,1.0,37.0,7.0,14.0,80.0,305000.0,139
BARKING AND DAGENHAM,02-2017,349995.0,200500.0,500000.0,340000.0,310000.0,1.0,46.0,11.0,23.0,95.0,299372.5,176
BARKING AND DAGENHAM,02-2018,,235000.0,396511.5,355000.0,325000.0,,47.0,8.0,19.0,111.0,310000.0,185
BARKING AND DAGENHAM,02-2019,415000.0,240000.0,172741.0,345000.0,310000.0,1.0,37.0,10.0,19.0,77.0,300000.0,144
BARKING AND DAGENHAM,03-2017,446250.0,234997.5,225000.0,330000.0,311250.0,2.0,70.0,12.0,21.0,148.0,300000.0,253
BARKING AND DAGENHAM,03-2018,430000.0,230000.0,370000.0,325000.0,305000.0,1.0,54.0,16.0,26.0,117.0,299500.0,214
BARKING AND DAGENHAM,03-2019,,212500.0,337500.0,380000.0,312500.0,,12.0,2.0,6.0,47.0,308000.0,67
BARKING AND DAGENHAM,04-2017,485000.0,248997.5,355000.0,355000.0,307000.0,1.0,48.0,6.0,19.0,76.0,297000.0,150
BARKING AND DAGENHAM,04-2018,,250260.0,683000.0,355000.0,312000.0,,69.0,6.0,16.0,92.0,300000.0,183
BARKING AND DAGENHAM,05-2017,447500.0,235000.0,262500.0,352497.5,315000.0,2.0,51.0,6.0,18.0,130.0,310000.0,207
BARKING AND DAGENHAM,05-2018,380000.0,268000.0,213750.0,349000.0,315000.0,1.0,61.0,2.0,10.0,117.0,308000.0,191
BARKING AND DAGENHAM,06-2017,385000.0,222000.0,215456.5,327000.0,315000.0,3.0,57.0,10.0,17.0,133.0,306000.0,220
BARKING AND DAGENHAM,06-2018,,285000.0,498750.0,377500.0,317000.0,,69.0,12.0,24.0,113.0,309497.5,218
BARKING AND DAGENHAM,07-2017,455000.0,225500.0,183000.0,345000.0,310000.0,1.0,55.0,14.0,12.0,109.0,295500.0,191
BARKING AND DAGENHAM,07-2018,537500.0,256495.0,3344147.0,324000.0,320000.0,4.0,98.0,2.0,23.0,107.0,308995.0,234
BARKING AND DAGENHAM,08-2017,,220000.0,508750.0,352000.0,320000.0,,39.0,4.0,29.0,111.0,312000.0,183
BARKING AND DAGENHAM,08-2018,389000.0,138500.0,357750.0,345000.0,311500.0,1.0,80.0,8.0,21.0,100.0,298750.0,210
BARKING AND DAGENHAM,09-2017,433000.0,250000.0,175000.0,347500.0,312250.0,1.0,65.0,9.0,18.0,116.0,300000.0,209
BARKING AND DAGENHAM,09-2018,365000.0,228750.0,250000.0,382750.0,326500.0,1.0,42.0,9.0,14.0,105.0,310000.0,171
BARKING AND DAGENHAM,10-2017,335000.0,248707.0,69000.0,380000.0,303500.0,2.0,98.0,8.0,21.0,108.0,295495.0,237
BARKING AND DAGENHAM,10-2018,446500.0,227500.0,860000.0,347500.0,320000.0,2.0,60.0,9.0,16.0,107.0,306750.0,194
BARKING AND DAGENHAM,11-2017,330000.0,247995.0,300000.0,325000.0,315000.0,1.0,82.0,11.0,22.0,118.0,300000.0,234
BARKING AND DAGENHAM,11-2018,360000.0,240000.0,310000.0,345000.0,320500.0,1.0,35.0,8.0,23.0,121.0,320000.0,188
BARKING AND DAGENHAM,12-2017,440000.0,233000.0,415000.0,340000.0,316000.0,2.0,72.0,11.0,17.0,120.0,293000.0,222
BARKING AND DAGENHAM,12-2018,,236000.0,350000.0,340000.0,317500.0,,46.0,9.0,15.0,91.0,310000.0,161
BARNET,01-2017,1300000.0,372500.0,424500.0,669625.0,586250.0,14.0,149.0,28.0,62.0,58.0,500000.0,311
BARNET,01-2018,962250.0,366250.0,60050.0,765000.0,612000.0,18.0,146.0,24.0,71.0,50.0,500000.0,309
BARNET,01-2019,1075000.0,412500.0,211777.0,725000.0,565000.0,25.0,130.0,13.0,69.0,50.0,530000.0,287
BARNET,02-2017,1167500.0,365000.0,720000.0,700000.0,565000.0,32.0,187.0,29.0,64.0,65.0,479950.0,377
BARNET,02-2018,1150000.0,385000.0,755000.0,785000.0,620750.0,29.0,153.0,31.0,71.0,52.0,530000.0,336
BARNET,02-2019,1157500.0,372500.0,171499.5,727500.0,575000.0,18.0,109.0,14.0,53.0,49.0,515000.0,243
BARNET,03-2017,1533500.0,390000.0,825000.0,738750.0,515000.0,36.0,293.0,29.0,80.0,70.0,465125.0,508
BARNET,03-2018,1147500.0,385000.0,305000.0,770000.0,565000.0,35.0,173.0,29.0,71.0,71.0,515000.0,379
BARNET,03-2019,1065000.0,393350.0,12000000.0,640362.0,600000.0,11.0,52.0,3.0,28.0,27.0,522500.0,121
BARNET,04-2017,1552000.0,382500.0,265000.0,665000.0,570000.0,36.0,172.0,24.0,71.0,56.0,515000.0,359
BARNET,04-2018,903500.0,400000.0,395000.0,650000.0,599999.0,24.0,178.0,21.0,73.0,54.0,508475.0,350
BARNET,05-2017,1142500.0,395000.0,75000.0,757000.0,599995.0,38.0,198.0,28.0,79.0,75.0,520000.0,418
BARNET,05-2018,1150000.0,390000.0,105000.0,700000.0,500000.0,27.0,147.0,20.0,64.0,46.0,486250.0,304
BARNET,06-2017,1000000.0,375000.0,210000.0,705000.0,602500.0,41.0,274.0,35.0,81.0,94.0,500000.0,525
BARNET,06-2018,1000000.0,420000.0,791875.0,707000.0,599999.0,22.0,348.0,20.0,79.0,65.0,475750.0,534
BARNET,07-2017,1220000.0,370500.0,18000.0,735000.0,545000.0,37.0,218.0,41.0,85.0,65.0,467500.0,446
BARNET,07-2018,1150000.0,373000.0,305000.0,675000.0,540000.0,35.0,181.0,25.0,87.0,69.0,497000.0,397
BARNET,08-2017,985000.0,410000.0,100000.0,662500.0,561750.0,35.0,246.0,31.0,90.0,76.0,485500.0,478
BARNET,08-2018,975000.0,400000.0,430000.0,730000.0,630000.0,32.0,241.0,25.0,99.0,81.0,490000.0,478
BARNET,09-2017,1090000.0,409250.0,377000.0,750000.0,620000.0,27.0,198.0,31.0,95.0,70.0,530000.0,421
BARNET,09-2018,1000000.0,392000.0,510000.0,713750.0,650000.0,49.0,274.0,21.0,56.0,61.0,454829.0,461
BARNET,10-2017,1275000.0,390000.0,412500.0,750000.0,576500.0,34.0,183.0,35.0,104.0,69.0,520000.0,425
BARNET,10-2018,970000.0,400000.0,244650.0,747000.0,573750.0,33.0,225.0,17.0,78.0,66.0,504187.0,419
BARNET,11-2017,1100000.0,385000.0,575000.0,690000.0,569000.0,36.0,195.0,39.0,80.0,56.0,495000.0,406
BARNET,11-2018,1292500.0,415000.0,267000.0,680000.0,600000.0,33.0,167.0,21.0,74.0,52.0,495000.0,347
BARNET,12-2017,988000.0,344695.0,155000.0,745000.0,632000.0,31.0,220.0,25.0,94.0,60.0,482500.0,430
BARNET,12-2018,1067500.0,406250.0,450000.0,715000.0,595000.0,28.0,186.0,21.0,68.0,67.0,516250.0,370
BEXLEY,01-2017,566000.0,227500.0,543500.0,412500.0,305000.0,15.0,54.0,8.0,90.0,85.0,323500.0,252
BEXLEY,01-2018,544000.0,240000.0,5000.0,411250.0,340000.0,13.0,70.0,3.0,88.0,84.0,340000.0,258
BEXLEY,01-2019,565000.0,220000.0,185000.0,398747.5,340000.0,11.0,56.0,7.0,88.0,77.0,343000.0,239
BEXLEY,02-2017,490000.0,232750.0,325000.0,412500.0,325000.0,15.0,78.0,7.0,86.0,102.0,325000.0,288
BEXLEY,02-2018,517500.0,242250.0,300000.0,410000.0,321000.0,13.0,74.0,9.0,88.0,67.0,340000.0,251
BEXLEY,02-2019,585000.0,230000.0,430000.0,415000.0,337500.0,9.0,56.0,5.0,89.0,64.0,350000.0,223
BEXLEY,03-2017,505000.0,230000.0,95000.0,392000.0,324497.5,16.0,77.0,17.0,89.0,96.0,323818.0,295
BEXLEY,03-2018,531000.0,237500.0,607500.0,395000.0,338000.0,13.0,83.0,14.0,87.0,79.0,335000.0,276
BEXLEY,03-2019,560000.0,218500.0,20000.0,435000.0,350000.0,10.0,16.0,3.0,29.0,31.0,350000.0,89
BEXLEY,04-2017,440000.0,225000.0,355000.0,402500.0,305000.0,7.0,75.0,19.0,94.0,89.0,303750.0,284
BEXLEY,04-2018,597500.0,243500.0,640000.0,400000.0,327500.0,10.0,60.0,11.0,95.0,81.0,335000.0,257
BEXLEY,05-2017,511500.0,244950.0,288500.0,425000.0,333000.0,12.0,69.0,6.0,96.0,81.0,338996.0,264
BEXLEY,05-2018,505000.0,225000.0,215000.0,420000.0,340000.0,14.0,59.0,18.0,91.0,90.0,340000.0,272
BEXLEY,06-2017,490000.0,200000.0,362500.0,400000.0,324000.0,19.0,146.0,8.0,118.0,100.0,315000.0,391
BEXLEY,06-2018,502500.0,233500.0,230000.0,421000.0,345000.0,18.0,64.0,23.0,102.0,96.0,350000.0,303
BEXLEY,07-2017,555000.0,255000.0,148133.0,385000.0,345000.0,15.0,89.0,15.0,101.0,114.0,339995.0,334
BEXLEY,07-2018,575000.0,242000.0,260000.0,414000.0,342000.0,19.0,73.0,12.0,98.0,92.0,355000.0,294
BEXLEY,08-2017,505000.0,270000.0,7000.0,431000.0,329000.0,25.0,144.0,27.0,111.0,140.0,335000.0,447
BEXLEY,08-2018,633750.0,238750.0,265000.0,415000.0,325000.0,18.0,62.0,7.0,129.0,105.0,350000.0,321
BEXLEY,09-2017,580000.0,208000.0,320000.0,392500.0,345000.0,16.0,85.0,17.0,102.0,95.0,336000.0,315
BEXLEY,09-2018,538750.0,240000.0,350000.0,416500.0,335000.0,20.0,59.0,9.0,90.0,79.0,355000.0,257
BEXLEY,10-2017,415000.0,212500.0,330000.0,410000.0,335000.0,17.0,105.0,9.0,125.0,104.0,335000.0,360
BEXLEY,10-2018,455000.0,251750.0,231500.0,400000.0,346500.0,15.0,62.0,18.0,112.0,102.0,345000.0,309
BEXLEY,11-2017,540000.0,237500.0,300000.0,405000.0,325000.0,17.0,93.0,20.0,109.0,107.0,333000.0,346
BEXLEY,11-2018,600000.0,240000.0,333750.0,413000.0,331500.0,19.0,83.0,16.0,125.0,104.0,348000.0,347
BEXLEY,12-2017,535000.0,245000.0,285000.0,406000.0,340000.0,23.0,84.0,14.0,103.0,98.0,345000.0,322
BEXLEY,12-2018,580000.0,245825.0,140000.0,420500.0,345000.0,7.0,78.0,19.0,84.0,67.0,328000.0,255
BRENT,01-2017,582500.0,415000.0,492635.0,742500.0,540000.0,6.0,131.0,23.0,28.0,39.0,475000.0,227
BRENT,01-2018,660000.0,375000.0,360000.0,560000.0,615000.0,5.0,107.0,24.0,25.0,36.0,450000.0,197
BRENT,01-2019,723500.0,390000.0,420000.0,550000.0,517500.0,3.0,74.0,11.0,27.0,34.0,480000.0,149
BRENT,02-2017,925000.0,410000.0,350000.0,530000.0,560750.0,3.0,131.0,17.0,28.0,34.0,460000.0,213
BRENT,02-2018,790000.0,375000.0,791000.0,627500.0,650500.0,8.0,95.0,27.0,26.0,40.0,491875.0,196
BRENT,02-2019,849000.0,367825.0,2652073.0,597500.0,605000.0,7.0,54.0,9.0,20.0,38.0,525000.0,128
BRENT,03-2017,945000.0,380000.0,285000.0,620000.0,527500.0,6.0,132.0,29.0,31.0,51.0,463500.0,249
BRENT,03-2018,765000.0,404120.0,52500.0,600000.0,625000.0,9.0,103.0,21.0,33.0,40.0,477500.0,206
BRENT,03-2019,,347000.0,18250.0,700000.0,482500.0,,29.0,4.0,15.0,24.0,450000.0,72
BRENT,04-2017,809250.0,396000.0,600000.0,632500.0,612500.0,6.0,115.0,23.0,32.0,40.0,490480.0,216
BRENT,04-2018,930000.0,372500.0,475000.0,580000.0,557000.0,12.0,102.0,21.0,28.0,31.0,477500.0,194
BRENT,05-2017,702500.0,415000.0,410000.0,620000.0,617500.0,10.0,193.0,25.0,36.0,34.0,477500.0,298
BRENT,05-2018,802500.0,291000.0,405000.0,587500.0,500000.0,6.0,163.0,21.0,30.0,29.0,375000.0,249
BRENT,06-2017,1125000.0,411500.0,522500.0,610000.0,740000.0,11.0,196.0,24.0,41.0,43.0,500000.0,315
BRENT,06-2018,760000.0,429125.0,395000.0,517500.0,669975.0,7.0,124.0,15.0,20.0,38.0,460000.0,204
BRENT,07-2017,692500.0,376650.0,452500.0,600500.0,601000.0,6.0,151.0,24.0,32.0,48.0,475000.0,261
BRENT,07-2018,1072500.0,430000.0,742998.5,575000.0,605000.0,6.0,177.0,16.0,29.0,51.0,480000.0,279
BRENT,08-2017,815000.0,409606.0,249750.0,597500.0,685000.0,11.0,127.0,20.0,36.0,35.0,485000.0,229
BRENT,08-2018,1175000.0,380000.0,100000.0,600000.0,735000.0,11.0,168.0,20.0,35.0,51.0,460000.0,285
BRENT,09-2017,675000.0,352000.0,450000.0,595000.0,623000.0,7.0,97.0,23.0,43.0,45.0,495000.0,215
BRENT,09-2018,877500.0,330000.0,310000.0,631500.0,542500.0,16.0,137.0,17.0,34.0,46.0,482500.0,250
BRENT,10-2017,840000.0,370000.0,727500.0,706000.0,599995.0,4.0,80.0,24.0,21.0,50.0,467500.0,179
BRENT,10-2018,732000.0,404500.0,875000.0,600000.0,505000.0,6.0,130.0,10.0,33.0,37.0,485500.0,216
BRENT,11-2017,730000.0,438634.0,450000.0,620000.0,572500.0,10.0,201.0,29.0,25.0,40.0,475000.0,305
BRENT,11-2018,1425000.0,422750.0,857500.0,540000.0,545000.0,7.0,114.0,28.0,35.0,35.0,500000.0,219
BRENT,12-2017,810000.0,423500.0,1225000.0,560000.0,660000.0,8.0,96.0,17.0,33.0,58.0,540000.0,212
BRENT,12-2018,735000.0,395000.0,260000.0,560000.0,505000.0,5.0,104.0,15.0,33.0,33.0,466665.0,190
BROMLEY,01-2017,770000.0,320000.0,258200.0,515000.0,450000.0,53.0,134.0,21.0,91.0,84.0,415000.0,383
BROMLEY,01-2018,800000.0,327500.0,400000.0,515000.0,430000.0,48.0,106.0,19.0,81.0,87.0,430000.0,341
BROMLEY,01-2019,770000.0,297500.0,305500.0,515000.0,400000.0,37.0,82.0,14.0,78.0,71.0,422500.0,282
BROMLEY,02-2017,742500.0,320000.0,292500.0,493750.0,428750.0,50.0,142.0,20.0,66.0,68.0,405000.0,346
BROMLEY,02-2018,795075.0,318500.0,242000.0,502000.0,418000.0,44.0,112.0,21.0,87.0,89.0,420000.0,353
BROMLEY,02-2019,808000.0,320000.0,175000.0,490000.0,416000.0,46.0,104.0,11.0,90.0,75.0,429500.0,326
BROMLEY,03-2017,785000.0,310000.0,90000.0,515000.0,416000.0,68.0,176.0,25.0,98.0,98.0,405000.0,465
BROMLEY,03-2018,706250.0,311250.0,333000.0,485000.0,411000.0,78.0,152.0,33.0,98.0,87.0,421000.0,448
BROMLEY,03-2019,714500.0,300000.0,23000.0,476000.0,386000.0,16.0,35.0,6.0,44.0,46.0,410000.0,147
BROMLEY,04-2017,900000.0,315000.0,460000.0,501497.5,425000.0,45.0,130.0,14.0,94.0,81.0,410000.0,364
BROMLEY,04-2018,790000.0,294500.0,229750.0,499000.0,426250.0,48.0,236.0,26.0,86.0,84.0,383250.0,480
BROMLEY,05-2017,751250.0,323500.0,252500.0,514000.0,437500.0,64.0,142.0,22.0,91.0,88.0,410000.0,407
BROMLEY,05-2018,730000.0,330000.0,418500.0,535000.0,438000.0,62.0,129.0,22.0,81.0,93.0,440000.0,387
BROMLEY,06-2017,853500.0,310000.0,350000.0,515000.0,440000.0,76.0,181.0,29.0,126.0,120.0,433750.0,532
BROMLEY,06-2018,745000.0,323500.0,518000.0,530000.0,415000.0,69.0,132.0,21.0,103.0,116.0,435000.0,441
BROMLEY,07-2017,780000.0,318000.0,387500.0,570000.0,435000.0,89.0,131.0,24.0,112.0,112.0,476250.0,468
BROMLEY,07-2018,715000.0,329500.0,331000.0,500000.0,420000.0,71.0,147.0,20.0,115.0,97.0,437000.0,450
BROMLEY,08-2017,745000.0,336500.0,310000.0,505000.0,440000.0,83.0,162.0,12.0,153.0,131.0,425000.0,541
BROMLEY,08-2018,760000.0,325057.0,202000.0,540000.0,430000.0,87.0,265.0,35.0,133.0,128.0,421475.0,648
BROMLEY,09-2017,795000.0,335000.0,235000.0,540000.0,435000.0,69.0,144.0,16.0,125.0,109.0,450000.0,463
BROMLEY,09-2018,780000.0,325000.0,175000.0,535000.0,443000.0,77.0,120.0,17.0,99.0,83.0,450000.0,396
BROMLEY,10-2017,779995.0,334975.0,427500.0,492500.0,435000.0,69.0,138.0,14.0,116.0,105.0,435915.0,442
BROMLEY,10-2018,750000.0,335000.0,180000.0,520250.0,450000.0,66.0,155.0,19.0,108.0,120.0,430000.0,468
BROMLEY,11-2017,797400.0,321750.0,279250.0,527500.0,410000.0,58.0,132.0,22.0,124.0,87.0,445500.0,423
BROMLEY,11-2018,761400.0,335000.0,498000.0,520000.0,415000.0,69.0,151.0,31.0,119.0,84.0,435000.0,454
BROMLEY,12-2017,800000.0,300000.0,398750.0,517500.0,425000.0,61.0,143.0,32.0,106.0,116.0,425000.0,458
BROMLEY,12-2018,673750.0,297500.0,459500.0,480000.0,454500.0,42.0,118.0,16.0,83.0,84.0,434000.0,343
CAMDEN,01-2017,6750000.0,597475.0,301500.0,1250000.0,1780000.0,4.0,172.0,32.0,5.0,17.0,672061.0,230
CAMDEN,01-2018,1800000.0,722500.0,1367500.0,3662500.0,1812500.0,1.0,166.0,26.0,6.0,16.0,815000.0,215
CAMDEN,01-2019,3475000.0,640000.0,5534400.0,3050000.0,1588000.0,2.0,86.0,10.0,3.0,17.0,856250.0,118
CAMDEN,02-2017,4675000.0,700000.0,635250.0,2500000.0,1481000.0,4.0,148.0,31.0,2.0,12.0,755000.0,197
CAMDEN,02-2018,2650000.0,790000.0,1624666.0,3058000.0,1400000.0,3.0,157.0,35.0,5.0,9.0,880000.0,209
CAMDEN,02-2019,4670000.0,563500.0,500000.0,2006000.0,1297500.0,3.0,90.0,25.0,5.0,10.0,601500.0,133
CAMDEN,03-2017,4350000.0,635000.0,935000.0,4450000.0,1400000.0,5.0,215.0,41.0,5.0,21.0,710000.0,287
CAMDEN,03-2018,2040000.0,600000.0,551250.0,2750000.0,1400000.0,2.0,141.0,46.0,5.0,23.0,665000.0,217
CAMDEN,03-2019,38500000.0,570000.0,2075000.0,2900000.0,1250000.0,1.0,51.0,15.0,1.0,3.0,645000.0,71
CAMDEN,04-2017,7175000.0,748750.0,1196000.0,3010000.0,1460000.0,4.0,176.0,31.0,2.0,23.0,803000.0,236
CAMDEN,04-2018,3475000.0,635500.0,1000000.0,2060000.0,1740000.0,4.0,120.0,25.0,2.0,19.0,774500.0,170
CAMDEN,05-2017,2650000.0,775000.0,764031.5,2600000.0,1510000.0,3.0,162.0,34.0,5.0,14.0,806800.0,218
CAMDEN,05-2018,3400000.0,648750.0,2342000.0,2677500.0,1450000.0,1.0,122.0,29.0,11.0,21.0,772500.0,184
CAMDEN,06-2017,4450000.0,717000.0,546175.0,4750000.0,1562500.0,2.0,245.0,35.0,6.0,30.0,760000.0,318
CAMDEN,06-2018,3050000.0,707500.0,55000.0,2150000.0,1527650.0,3.0,153.0,26.0,5.0,20.0,736000.0,207
CAMDEN,07-2017,1935000.0,664700.0,1915000.0,3095000.0,1550000.0,5.0,129.0,26.0,16.0,25.0,845061.0,201
CAMDEN,07-2018,3702831.5,700000.0,1362500.0,2331250.0,1600000.0,6.0,139.0,28.0,8.0,23.0,830000.0,204
CAMDEN,08-2017,2025000.0,715000.0,50000.0,1595000.0,1650000.0,2.0,181.0,24.0,7.0,23.0,738500.0,237
CAMDEN,08-2018,7500000.0,710000.0,1085000.0,3250000.0,1210000.0,3.0,166.0,30.0,11.0,23.0,790000.0,233
CAMDEN,09-2017,2887500.0,690000.0,190000.0,1900000.0,1557500.0,4.0,173.0,21.0,9.0,29.0,757499.5,236
CAMDEN,09-2018,1585000.0,620000.0,965000.0,1971250.0,1737500.0,3.0,119.0,26.0,6.0,16.0,697475.0,170
CAMDEN,10-2017,4357500.0,681000.0,375000.0,2387500.0,1650000.0,4.0,184.0,35.0,5.0,10.0,710000.0,238
CAMDEN,10-2018,3300000.0,600000.0,800000.0,1980000.0,1345000.0,3.0,112.0,19.0,9.0,19.0,710000.0,162
CAMDEN,11-2017,5390000.0,666336.0,120000.0,2445000.0,1250000.0,2.0,221.0,31.0,4.0,12.0,668168.0,270
CAMDEN,11-2018,4550000.0,660000.0,1170000.0,1350000.0,1552500.0,3.0,146.0,23.0,5.0,24.0,745000.0,201
CAMDEN,12-2017,4910000.0,735000.0,1350000.0,2600000.0,1650000.0,1.0,184.0,33.0,5.0,19.0,768750.0,242
CAMDEN,12-2018,2595000.0,747000.0,2350000.0,2150000.0,1318500.0,3.0,179.0,17.0,3.0,18.0,863875.0,220
CITY OF LONDON,01-2017,,825000.0,1000000.0,,,,11.0,15.0,,,895000.0,26
CITY OF LONDON,01-2018,,888099.0,240000.0,,,,34.0,9.0,,,885000.0,43
CITY OF LONDON,01-2019,,882500.0,19000000.0,,,,8.0,5.0,,,1375000.0,13
CITY OF LONDON,02-2017,,762500.0,4005416.5,,2168000.0,,10.0,6.0,,1.0,885000.0,17
CITY OF LONDON,02-2018,,856750.0,1800000.0,,,,30.0,11.0,,,863500.0,41
CITY OF LONDON,02-2019,,773750.0,800000.0,,,,10.0,3.0,,,782500.0,13
CITY OF LONDON,03-2017,,751875.0,780000.0,,,,18.0,13.0,,,760000.0,31
CITY OF LONDON,03-2018,,738000.0,197552.5,,,,21.0,8.0,,,710000.0,29
CITY OF LONDON,03-2019,,827500.0,30000.0,,,,4.0,1.0,,,800000.0,5
CITY OF LONDON,04-2017,,910000.0,86000.0,,,,20.0,3.0,,,850000.0,23
CITY OF LONDON,04-2018,,730000.0,1043558.0,,,,15.0,6.0,,,787116.0,21
CITY OF LONDON,05-2017,,773000.0,1691750.0,,,,22.0,15.0,,,775000.0,37
CITY OF LONDON,05-2018,,927675.0,3005349.0,,,,22.0,12.0,,,932500.0,34
CITY OF LONDON,06-2017,,747500.0,2700000.0,,,,22.0,15.0,,,875000.0,37
CITY OF LONDON,06-2018,,962725.0,8750000.0,,,,94.0,15.0,,,1034160.0,109
CITY OF LONDON,07-2017,,880000.0,31369733.5,,,,21.0,10.0,,,1010000.0,31
CITY OF LONDON,07-2018,,1150000.0,145564.5,,,,33.0,6.0,,,1050000.0,39
CITY OF LONDON,08-2017,,885500.0,2800000.0,,950000.0,,20.0,11.0,,1.0,950000.0,32
CITY OF LONDON,08-2018,,861525.0,76000000.0,,,,22.0,7.0,,,875000.0,29
CITY OF LONDON,09-2017,,850000.0,135000.0,,,,29.0,13.0,,,812225.0,42
CITY OF LONDON,09-2018,,880780.0,849977.0,,,,39.0,8.0,,,880780.0,47
CITY OF LONDON,10-2017,,877100.0,979002.5,,,,19.0,10.0,,,877100.0,29
CITY OF LONDON,10-2018,,883070.0,171790.0,,,,30.0,13.0,,,850000.0,43
CITY OF LONDON,11-2017,,585000.0,4750000.0,,,,15.0,12.0,,,800000.0,27
CITY OF LONDON,11-2018,,941160.0,16305000.0,,2090000.0,,32.0,8.0,,1.0,997000.0,41
CITY OF LONDON,12-2017,,853630.0,763387.0,,10000000.0,,22.0,12.0,,1.0,830000.0,35
CITY OF LONDON,12-2018,,965000.0,50000.0,,,,21.0,5.0,,,959675.0,26
CITY OF WESTMINSTER,01-2017,3650000.0,940000.0,1000000.0,3000000.0,2050000.0,1.0,213.0,56.0,3.0,19.0,1050000.0,292
CITY OF WESTMINSTER,01-2018,2550000.0,1010000.0,115000.0,5250000.0,2300000.0,1.0,248.0,62.0,1.0,21.0,1000000.0,333
CITY OF WESTMINSTER,01-2019,2062500.0,810000.0,662500.0,2750000.0,1650000.0,2.0,115.0,34.0,2.0,15.0,865625.0,168
CITY OF WESTMINSTER,02-2017,,1071250.0,680000.0,3492500.0,2700000.0,,228.0,53.0,2.0,15.0,1092400.0,298
CITY OF WESTMINSTER,02-2018,,1027500.0,201250.0,4200000.0,3650000.0,,230.0,68.0,1.0,17.0,995000.0,316
CITY OF WESTMINSTER,02-2019,3850000.0,820000.0,2000000.0,,1650000.0,1.0,113.0,25.0,,16.0,900000.0,155
CITY OF WESTMINSTER,03-2017,,1125000.0,950000.0,6400800.0,2140000.0,,327.0,75.0,2.0,25.0,1158000.0,429
CITY OF WESTMINSTER,03-2018,4715000.0,1150000.0,240000.0,2600000.0,2077500.0,1.0,221.0,63.0,1.0,16.0,1106250.0,302
CITY OF WESTMINSTER,03-2019,10737500.0,910000.0,250000.0,,1460000.0,2.0,77.0,14.0,,9.0,905000.0,102
CITY OF WESTMINSTER,04-2017,4137500.0,1100612.5,1430000.0,4650000.0,1950000.0,4.0,292.0,50.0,2.0,19.0,1195000.0,367
CITY OF WESTMINSTER,04-2018,9461817.0,947500.0,2000000.0,4400000.0,2675000.0,1.0,204.0,43.0,5.0,18.0,1080000.0,271
CITY OF WESTMINSTER,05-2017,,1100000.0,1250000.0,4275000.0,2650000.0,,235.0,63.0,4.0,23.0,1188250.0,325
CITY OF WESTMINSTER,05-2018,44649998.0,922500.0,1230000.0,5900000.0,2533500.0,1.0,194.0,45.0,1.0,14.0,950500.0,255
CITY OF WESTMINSTER,06-2017,,895750.0,650000.0,6175000.0,1925000.0,,250.0,52.0,4.0,20.0,947500.0,326
CITY OF WESTMINSTER,06-2018,,850000.0,300000.0,4450000.0,2320000.0,,179.0,49.0,2.0,23.0,855000.0,253
CITY OF WESTMINSTER,07-2017,,890000.0,1575000.0,,2099000.0,,211.0,58.0,,29.0,972500.0,298
CITY OF WESTMINSTER,07-2018,,900000.0,1300000.0,4230000.0,2176500.0,,196.0,43.0,1.0,18.0,942500.0,258
CITY OF WESTMINSTER,08-2017,,790000.0,550000.0,4252500.0,2417500.0,,227.0,47.0,2.0,22.0,845000.0,298
CITY OF WESTMINSTER,08-2018,,980000.0,1000001.0,3100000.0,2202500.0,,177.0,43.0,1.0,34.0,1080000.0,255
CITY OF WESTMINSTER,09-2017,10025433.0,850000.0,382000.0,,2100000.0,1.0,273.0,61.0,,27.0,867500.0,362
CITY OF WESTMINSTER,09-2018,,952500.0,1568630.5,6250000.0,2250000.0,,168.0,54.0,3.0,24.0,1000000.0,249
CITY OF WESTMINSTER,10-2017,,900000.0,400000.0,9000000.0,1920000.0,,239.0,77.0,1.0,12.0,875000.0,329
CITY OF WESTMINSTER,10-2018,5495000.0,800000.0,514909.0,6500000.0,2150000.0,3.0,187.0,46.0,1.0,26.0,880000.0,263
